sector,week_52_low,pc,symbol,bse_price,pb,nse_price,week_52_high,pe,book_value,industry_pe
INFRASTRUCTURE - GENERAL,169.15,12.85,ADANIPORTS,256.95,,256.80,331.00,17.37,63.84,23.96
ENGINEERING - HEAVY,32.05,-,ACE,43.00,,42.60,50.90,-,20.01,25.82
PHARMACEUTICALS,896.00,-,ADVENZYMES,1666.20,,1662.60,,-,,-
FINANCE - INVESTMENTS,1256.65,30.31,8KMILES,1904.50,,1903.30,2550.00,42.16,179.14,18.34
CONSTRUCTION & CONTRACTING - CIVIL,209.50,-,AHLUCONT,296.00,,298.10,337.80,-,62.88,26.62
TEXTILES - READYMADE APPARELS,215.65,-,AIFL,350.85,,350.90,389.70,-,,36.52
CHEMICALS,279.00,-,ALKYLAMINE,315.95,,314.00,394.00,-,102.09,32.86
CASTINGS & FORGINGS,236.70,8.26,ALICON,331.00,,331.15,394.10,18.05,116.71,19.96
RETAIL,122.90,-,ABFRL,137.30,,138.05,263.45,-,,87.12
POWER - GENERATION & DISTRIBUTION,17.55,-,AMTL,27.75,,27.55,37.20,-,85.55,51.12
TRANSPORT & LOGISTICS,,11.60,AGARIND,224.90,,,,21.12,88.84,29.93
RUBBER,10.00,-,ANANDAMRUB,,,17.05,38.20,-,,-
HOTELS,42.45,-,ADVANIHOTR,52.10,,53.95,67.85,-,,48.76
STEEL - GP & GC SHEETS,90.00,10.66,AJMERA,136.90,,135.35,192.35,11.27,126.61,26.62
EDIBLE OILS & SOLVENT EXTRACTION,22.65,-,ANIKINDS,26.70,,27.00,36.80,-,,16.91
HOSPITALS & MEDICAL SERVICES,1213.00,-,APOLLOHOSP,1340.00,,1336.00,1544.90,-,248.24,58.56
FINANCE - INVESTMENTS,8.30,4.87,ALMONDZ,11.50,,11.45,16.10,7.10,48.35,29.92
CEMENT - MAJOR,4.85,-,ANDHRACEMT,7.70,,7.60,11.00,-,,54.64
TEXTILES - DENIM,235.00,13.62,ARVIND,334.15,,333.80,365.70,22.84,102.41,24.41
CONSTRUCTION & CONTRACTING - CIVIL,27.00,-,ARSSINFRA,81.35,,81.60,113.90,-,282.15,26.62
CONSTRUCTION & CONTRACTING - HOUSING,18.00,-,ANSALHSG,22.50,,22.60,32.25,-,73.86,26.62
CONSTRUCTION & CONTRACTING - CIVIL,111.30,10.13,ASHOKA,166.55,,168.10,212.05,53.38,99.85,26.62
AUTO ANCILLARIES,31.40,-,ASAL,61.20,,59.80,71.25,-,,25.03
INFRASTRUCTURE - GENERAL,,,ARVINFRA,78.15,,83.35,,,,
CONSTRUCTION & CONTRACTING - HOUSING,14.40,9.36,ANSALAPI,18.15,,17.90,26.65,19.95,103.07,26.62
CONSTRUCTION & CONTRACTING - HOUSING,30.50,-,ARIHANT,41.00,,41.75,60.25,-,160.42,26.62
PLANTATIONS - TEA & COFFEE,2.85,-,ASSAMCO,5.36,,5.30,8.15,-,5.63,21.73
PAINTS & VARNISHES,780.00,52.42,ASIANPAINT,1167.95,,1167.35,1213.90,60.61,58.44,55.15
TELECOMMUNICATIONS - EQUIPMENT,101.55,-,ASTRAMICRO,109.35,,109.25,155.40,-,46.10,24.51
CONSTRUCTION & CONTRACTING - CIVIL,25.40,-,ATLANTA,59.45,,59.60,76.50,-,83.98,48.32
PHARMACEUTICALS,,-,ASTRAZEN,940.50,,934.85,1350.00,-,,29.36
MISCELLANEOUS,161.90,-,ATLASCYCLE,245.30,,243.30,287.90,-,277.04,15.16
COMPUTERS - SOFTWARE MEDIUM & SMALL,103.00,3.03,AURIONPRO,117.00,,117.65,262.00,3.76,267.67,18.34
AQUACULTURE,331.05,13.71,AVANTIFEED,521.50,,521.15,678.99,14.58,84.67,16.38
EDIBLE OILS & SOLVENT EXTRACTION,444.40,-,ATFL,503.00,,503.20,657.00,-,138.38,16.91
COMPUTERS - SOFTWARE MEDIUM & SMALL,186.00,15.46,AXISCADES,211.40,,211.40,368.80,21.29,57.99,20.66
AUTO - 2 & 3 WHEELERS,2171.95,-,BAJAJ-AUTO,2880.00,,2846.40,3120.00,-,450.83,23.47
PERSONAL CARE,356.05,-,BAJAJCORP,384.60,,387.40,473.10,-,32.60,52.28
FINANCE - INVESTMENTS,1551.25,24.77,BAJAJFINSV,3100.05,,3105.70,3424.80,25.51,854.15,29.92
TEXTILES - PROCESSING,72.15,-,AYMSYNTEX,80.00,,81.25,163.15,-,,13.80
FINANCE - INVESTMENTS,2230.00,-,AXISGOLD,2840.00,,2849.90,2918.00,-,,-
FINANCE - LEASING & HIRE PURCHASE,473.22,-,BAJFINANCE,1036.80,,1037.15,1183.90,-,135.97,29.92
MEDIA & ENTERTAINMENT,83.30,61.51,BALAJITELE,87.35,,87.40,149.90,485.28,68.97,39.93
MEDIA & ENTERTAINMENT,2.35,6.33,BAGFILMS,4.62,,4.65,7.30,-,5.53,39.93
SUGAR,12.00,-,BAJAJHIND,15.95,,15.95,24.20,-,17.48,25.97
TYRES,549.05,-,BALKRISIND,913.80,,913.75,,-,288.43,11.05
DOMESTIC APPLIANCES,155.00,-,BAJAJELEC,251.95,,252.85,282.00,-,74.29,48.76
MISCELLANEOUS,26.80,-,BALKRISHNA,68.20,,68.60,89.00,-,,16.34
PAPER,11.75,8.52,BALLARPUR,13.55,,13.55,21.80,-,21.99,16.34
PACKAGING,490.75,-,BALMLAWRIE,664.30,,663.40,747.20,-,409.70,16.38
FINANCE - INVESTMENTS,1310.00,9.52,BAJAJHLDNG,1901.10,,1905.00,,9.54,1374.14,29.92
CHEMICALS,114.00,-,BALAMINES,291.00,,290.85,328.80,-,86.48,32.86
PHARMACEUTICALS,66.10,16.73,BALPHARMA,98.05,,97.00,167.90,107.75,38.23,29.36
SUGAR,48.20,-,BALRAMCHIN,103.30,,103.35,138.00,-,50.12,25.97
SUGAR,646.00,-,BANARISUG,1855.00,,1856.85,2249.00,-,,25.97
MISCELLANEOUS,29.10,-,BANARBEADS,41.20,,42.40,65.80,-,,23.96
AUTO ANCILLARIES,90.20,10.59,BANCOINDIA,203.25,,205.15,241.65,14.16,96.09,49.92
BANKS - PUBLIC SECTOR,109.35,-,BANKBARODA,161.75,,161.90,191.00,-,181.94,16.42
TEXTILES - GENERAL,10.40,10.47,BANG,19.90,,19.20,29.65,-,49.09,36.52
BANKS - PUBLIC SECTOR,78.40,-,BANKINDIA,110.30,,110.15,149.00,-,306.05,16.42
FINANCE - INVESTMENTS,1354.95,-,BANKBEES,1950.00,,1949.52,2097.20,-,,-
CHEMICALS,697.50,-,BASF,1195.30,,1196.30,,-,,32.86
LEATHER PRODUCTS,438.00,-,BATAINDIA,483.50,,483.35,613.65,-,89.87,29.98
TEXTILES - GENERAL,178.00,-,BASML,304.50,,309.70,346.95,-,,22.25
MISCELLANEOUS,8.20,0.66,BARTRONICS,12.10,,12.10,16.30,-,67.02,24.74
PESTICIDES & AGRO CHEMICALS,3110.00,-,BAYERCROP,4465.40,,4506.00,,-,,39.84
PLANTATIONS - TEA & COFFEE,310.00,-,BBTC,559.15,,558.10,635.60,-,269.18,21.73
ELECTRICALS,1008.00,-,BEL,1234.20,,1232.30,1416.85,-,338.20,22.34
PAINTS & VARNISHES,152.20,48.58,BERGEPAINT,257.00,,256.45,276.80,60.33,15.23,55.15
INFRASTRUCTURE - GENERAL,788.00,-,BEML,874.65,,874.85,1324.40,-,506.58,25.82
MISCELLANEOUS,43.50,-,BEARDSELL,221.50,,212.30,,-,,16.38
FINANCE - INVESTMENTS,84.20,-,BFINVEST,155.35,,155.60,190.80,-,,29.92
INFRASTRUCTURE - GENERAL,89.05,-,BGRENERGY,109.25,,109.20,139.00,-,178.75,24.51
POWER - GENERATION & DISTRIBUTION,389.10,-,BFUTILITIE,536.45,,535.25,724.70,-,-60.44,12.97
ELECTRIC EQUIPMENT,545.10,-,BBL,745.00,,744.90,1108.90,-,,16.39
PETROCHEMICALS,13.80,-,BEPL,19.50,,19.10,29.80,-,,23.40
MISCELLANEOUS,3.40,-,BGLOBAL,4.22,,4.10,6.95,-,57.64,18.34
CABLES - TELEPHONE,15.05,-,BHAGYNAGAR,17.00,,17.30,23.50,-,34.56,22.03
STEEL - MEDIUM & SMALL,9.45,-,BEDMUTHA,22.25,,22.50,30.40,-,40.93,28.55
FINANCE - GENERAL,373.40,-,BHARATFIN,830.70,,833.45,939.00,-,,29.92
DYES & PIGMENTS,86.90,-,BHAGERIA,481.40,,480.75,546.85,-,,25.35
TEXTILES - SPINNING - SYNTHETIC BLENDED,66.30,-,BANSWRAS,163.85,,160.15,194.40,-,,9.86
CONSTRUCTION & CONTRACTING - CIVIL,10.00,-,BIGBLOC,42.50,,42.60,53.60,-,,26.62
SHIPPING,18.00,-,BHARATIDIL,20.00,,19.80,37.25,-,-238.94,35.09
CASTINGS & FORGINGS,682.00,43.81,BHARATFORG,897.30,,898.40,969.20,-,147.91,35.34
STEEL - CR & HR STRIPS,32.30,-,BHUSANSTL,39.05,,37.80,50.85,-,197.63,20.63
INFRASTRUCTURE - GENERAL,90.15,-,BHEL,133.10,,133.00,219.70,-,135.53,25.82
PESTICIDES & AGRO CHEMICALS,701.30,-,BHARATRAS,1700.20,,1666.15,1942.00,-,,39.84
GLASS & GLASS PRODUCTS,50.00,0.83,BINANIIND,99.40,,99.40,120.95,-,-444.97,23.96
POWER - GENERATION & DISTRIBUTION,0.65,-,BILENERGY,0.72,,0.70,1.40,-,,16.94
AUTO ANCILLARIES,52.65,-,BHARATGEAR,122.65,,122.25,,-,,50.51
TELECOMMUNICATIONS - SERVICE,282.30,4.71,BHARTIARTL,315.50,,315.70,385.00,23.27,105.81,17.05
ENGINEERING,,-,BHARATWIRE,39.85,,39.85,47.25,-,,28.55
PHARMACEUTICALS,431.00,16.10,BIOCON,924.55,,923.25,984.75,20.41,202.74,29.36
FERTILISERS,19.70,-,BINDALAGRO,,,27.10,46.45,-,83.46,29.92
LEATHER PRODUCTS,424.50,-,BIL,544.00,,524.65,638.95,-,180.86,29.98
TEXTILES - SPINNING - SYNTHETIC BLENDED,,-,BIRLACOT,0.07,,0.10,,-,-0.04,22.25
CEMENT - MAJOR,318.05,-,BIRLACORPN,716.45,,716.85,,-,352.19,54.64
MISCELLANEOUS,79.05,-,BLISSGVS,133.20,,133.25,210.50,-,40.00,29.36
FINANCE - INVESTMENTS,2.90,-,BLBLIMITED,4.20,,4.15,7.60,-,22.26,29.92
FINANCE - GENERAL,19.00,29.07,BIRLAMONEY,25.00,,24.85,35.95,178.57,4.50,29.92
CONSTRUCTION & CONTRACTING - CIVIL,8.60,-,BLKASHYAP,19.90,,19.90,26.50,-,19.40,26.62
MISCELLANEOUS,10.00,-,BLS,,,1400.00,1430.00,-,115.91,61.03
COURIERS,4888.00,-,BLUEDART,5416.00,,5467.35,7850.00,-,174.52,67.93
HOTELS,80.40,-,BLUECOAST,130.95,,122.25,178.00,-,55.33,48.76
DIVERSIFIED,39.00,-,BOMDYEING,49.85,,49.85,72.35,-,,13.80
TEXTILES - PROCESSING,16.40,-,BLUEBLENDS,49.00,,48.85,86.00,-,18.88,13.80
CONSUMER GOODS - ELECTRONIC,23.10,-,BPL,85.75,,85.85,100.20,-,16.64,2.90
REFINERIES,365.58,-,BPCL,609.55,,610.15,628.60,-,211.11,12.56
DYES & PIGMENTS,29.55,-,BODALCHEM,130.65,,129.90,151.50,-,21.50,25.35
AUTO ANCILLARIES,15736.05,-,BOSCHLTD,22681.00,,22634.20,25670.85,-,,49.92
CONSTRUCTION & CONTRACTING - REAL ESTATE,130.00,8.54,BRIGADE,174.90,,172.00,188.90,15.71,129.87,26.62
FOOD PROCESSING,2505.05,41.13,BRITANNIA,3282.85,,3285.55,3584.25,46.66,147.21,59.26
TEXTILES - GENERAL,116.00,,BRFL,156.15,,157.85,215.00,,,
CONSUMER GOODS - WHITE GOODS,305.60,-,BLUESTARCO,541.10,,545.05,,-,51.48,43.98
PHARMACEUTICALS,61.15,-,BROOKS,105.15,,105.65,129.90,-,,29.36
TEXTILES - WEAVING,40.00,-,BSL,61.55,,62.60,105.35,-,,17.15
CONSTRUCTION & CONTRACTING - HOUSING,1.90,-,BSELINFRA,3.01,,3.00,4.40,-,41.49,26.62
CEMENT - MAJOR,7.00,-,BURNPUR,14.36,,14.40,16.50,-,13.45,54.64
POWER - TRANSMISSION & EQUIPMENT,,1.29,BSLIMITED,4.26,,4.25,38.80,2.48,15.06,10.11
DOMESTIC APPLIANCES,138.00,-,BUTTERFLY,197.75,,193.75,307.70,-,,48.76
OIL DRILLING AND EXPLORATION,106.50,10.30,CAIRN,196.80,,196.30,211.00,77.48,260.16,14.98
PHARMACEUTICALS,285.00,21.60,CADILAHC,385.60,,386.70,453.30,25.88,52.28,29.36
FINANCE - GENERAL,148.00,-,BYKE,180.90,,179.90,196.05,-,,48.76
BANKS - PUBLIC SECTOR,156.00,-,CANBK,297.50,,297.40,,-,496.60,16.42
CHEMICALS,76.00,21.67,CAMLINFINE,84.50,,84.05,121.20,37.56,17.14,41.79
FINANCE - INVESTMENTS,2201.20,-,BSLGOLDETF,3039.00,,2968.95,3218.40,-,,-
FINANCE - INVESTMENTS,79.50,-,BSLNIFTY,,,90.00,109.00,-,,-
FINANCE - HOUSING,840.00,-,CANFINHOME,1626.70,,1629.50,1788.00,-,,28.24
CONSTRUCTION & CONTRACTING - CIVIL,8.10,1.13,CANDC,24.30,,24.25,29.55,-,1.99,26.62
RETAIL,51.10,-,CANTABIL,65.20,,65.55,97.80,-,,36.52
PHARMACEUTICALS,838.10,27.74,CAPLIPOINT,1273.95,,1275.80,1550.00,31.09,82.33,29.36
CEMENT - MAJOR,13.40,10.15,BVCL,19.80,,19.45,27.70,-,33.67,54.64
FINANCE - GENERAL,346.20,32.53,CAPF,677.00,,673.90,797.40,34.31,184.59,29.92
MISCELLANEOUS,883.00,-,CARERATING,1296.85,,1300.70,1415.00,-,138.82,61.03
ABRASIVES,155.15,20.36,CARBORUNIV,263.60,,263.70,284.70,33.20,62.79,38.21
LUBRICANTS,360.85,-,CASTROLIND,456.20,,456.25,485.90,-,,37.72
AUTO ANCILLARIES,4.85,-,CASTEXTECH,9.37,,9.40,30.45,-,91.67,25.03
COMPUTERS - SOFTWARE - TRAINING,93.45,9.32,CAREERP,101.05,,101.80,160.00,12.73,194.52,23.96
CONSTRUCTION & CONTRACTING - CIVIL,2.35,-,CCCL,3.48,,3.45,6.50,-,1.51,26.62
TYRES,730.00,9.24,CEATLTD,1226.25,,1229.70,1319.90,11.55,508.16,11.05
PLANTATIONS - TEA & COFFEE,154.25,21.21,CCL,256.00,,253.80,286.00,25.75,38.32,21.73
TEXTILES - READYMADE APPARELS,8.25,-,CELEBRITY,10.85,,10.60,17.30,-,,36.52
PHARMACEUTICALS,14.10,-,CELESTIAL,22.45,,22.35,42.55,-,,29.36
HOTELS,8.40,2.88,CCHHL,12.60,,12.30,17.90,7.33,63.68,48.76
BANKS - PUBLIC SECTOR,47.90,-,CENTRALBK,92.15,,92.40,112.45,-,78.91,16.42
ENGINEERING,11.70,-,CEBBCO,12.30,,12.40,30.40,-,,24.51
ALUMINIUM,1.40,-,CENTEXT,5.41,,5.30,,-,,9.54
TEXTILES - MANMADE,142.65,-,CENTENKA,256.35,,255.10,292.65,-,,17.75
MISCELLANEOUS,135.65,38.23,CENTURYPLY,245.85,,245.55,,-,23.87,31.70
DIVERSIFIED,403.00,-,CENTURYTEX,913.30,,913.30,,-,,16.38
CERAMICS & GRANITE,1509.95,-,CERA,2333.95,,2365.40,2520.00,-,,39.24
COMPUTERS - HARDWARE,11.50,25.73,CEREBRAINT,15.95,,15.70,28.75,27.98,15.36,24.74
ELECTRICALS,,17.07,CENTUM,498.00,,488.30,770.00,30.97,150.45,22.34
POWER - GENERATION & DISTRIBUTION,404.55,-,CESC,605.75,,609.50,683.00,-,417.13,12.97
FERTILISERS,50.65,-,CHAMBLFERT,57.90,,58.05,73.40,-,56.97,13.84
REFINERIES,137.80,-,CHENNPETRO,280.05,,280.00,312.40,-,,12.56
FINANCE - GENERAL,109.60,24.57,CGCL,282.50,,285.65,368.00,26.90,314.53,29.92
CHEMICALS,65.50,-,CHEMFALKAL,301.15,,301.60,,-,,16.50
DIVERSIFIED,56.10,-,CIMMCO,68.80,,68.25,103.65,-,,16.38
PHARMACEUTICALS,457.45,29.18,CIPLA,600.90,,602.85,704.90,43.35,147.29,29.36
DYES & PIGMENTS,585.00,-,CLNINDIA,729.45,,729.65,863.50,-,208.76,25.35
MEDIA & ENTERTAINMENT,12.50,3.76,CINELINE,57.55,,57.95,71.55,7.52,57.39,39.93
MEDIA & ENTERTAINMENT,2.95,-,CINEVISTA,6.59,,6.30,10.25,-,11.12,39.93
COMPUTERS - SOFTWARE MEDIUM & SMALL,368.10,,CIGNITITEC,413.55,,414.90,515.05,,,
FINANCE - LEASING & HIRE PURCHASE,589.75,26.74,CHOLAFIN,1116.75,,1123.40,1215.00,27.66,234.85,29.92
MINING & MINERALS,271.65,12.89,COALINDIA,327.30,,327.65,349.95,15.23,53.67,12.32
DYES & PIGMENTS,2.65,0.39,CHROMATIC,3.15,,3.10,6.15,-,50.32,25.35
PERSONAL CARE,787.20,-,COLPAL,980.00,,974.45,1033.00,-,,52.28
TRANSPORT & LOGISTICS,1051.00,-,CONCOR,1351.05,,1356.25,1576.90,-,409.04,29.93
TEXTILES - MANMADE,24.50,-,CNOVAPETRO,35.95,,34.00,52.00,-,,22.25
COMPUTERS - SOFTWARE MEDIUM & SMALL,7.00,-,COMPUSOFT,11.10,,10.75,15.40,-,15.91,109.90
FOOD PROCESSING,218.70,-,COFFEEDAY,221.50,,222.30,328.00,-,,28.75
COMPUTERS - HARDWARE,132.20,10.56,COMPINFO,180.00,,176.55,215.00,13.64,60.85,21.15
FERTILISERS,145.50,15.16,COROMANDEL,239.25,,239.20,281.05,19.72,83.15,13.84
CABLES - POWER & OTHERS,28.30,-,CORDSCABLE,49.50,,49.55,70.80,-,,19.60
FINANCE - GENERAL,47.05,-,CONSOFINVT,,,60.00,89.00,-,383.07,29.92
BANKS - PUBLIC SECTOR,31.05,-,CORPBANK,41.40,,41.40,47.30,-,104.84,16.42
PLASTICS,175.50,5.47,COSMOFILMS,371.35,,370.95,411.40,7.49,234.01,7.30
PHARMACEUTICALS,2.15,-,COUNCODOS,4.26,,4.30,9.10,-,,26.62
MISCELLANEOUS,140.10,21.41,COX&KINGS,213.50,,211.50,276.90,136.86,134.99,53.88
TRADING,252.00,-,CONTROLPR,271.00,,264.25,328.50,-,64.00,28.75
FINANCE - HOUSING,26.92,4.11,CREST,62.00,,62.00,84.10,4.22,113.79,28.24
MISCELLANEOUS,1761.25,44.85,CRISIL,2199.00,,2187.05,2314.70,50.18,120.06,61.03
